# Training Log for model: ResNet18-NAGAdamW_lr0.0005_bs128
# Time: 2025-05-29 08:21:59.700124
# Device: cuda
# Optimizer: NAGAdamW
# Initial LR: 0.0005
# Batch size: 128
# Extra Info:
#   epochs: 25
#   batch_size: 128
#   augmentation: flip+rotate
#   notes: grid search
epoch,train_acc,val_acc,avg_loss,lr
1,0.8800,0.8387,0.4245,0.000500
2,0.9576,0.8931,0.1386,0.000500
3,0.9697,0.8818,0.0972,0.000500
4,0.9787,0.9032,0.0706,0.000500
5,0.9821,0.8859,0.0581,0.000500
6,0.9808,0.9596,0.0607,0.000500
7,0.9844,0.9020,0.0507,0.000500
8,0.9839,0.9423,0.0522,0.000500
9,0.9876,0.9541,0.0407,0.000500
10,0.9880,0.9530,0.0375,0.000500
11,0.9872,0.9186,0.0413,0.000500
12,0.9897,0.9518,0.0332,0.000500
13,0.9894,0.9225,0.0333,0.000500
14,0.9904,0.9604,0.0325,0.000500
15,0.9913,0.9604,0.0272,0.000500
16,0.9899,0.9583,0.0339,0.000500
17,0.9908,0.9404,0.0285,0.000500
18,0.9910,0.9439,0.0302,0.000500
19,0.9919,0.9502,0.0269,0.000500
20,0.9932,0.9595,0.0224,0.000500
21,0.9932,0.9357,0.0225,0.000500
22,0.9903,0.9413,0.0317,0.000500
23,0.9935,0.9466,0.0205,0.000500
24,0.9945,0.9587,0.0178,0.000500
25,0.9914,0.9657,0.0289,0.000500
[TEST] Final Test Accuracy: 0.9641
