# Training Log for model: ResNet18-SGD_lr0.005_bs128
# Time: 2025-05-29 08:29:32.144205
# Device: cuda
# Optimizer: SGD
# Initial LR: 0.005
# Batch size: 128
# Extra Info:
#   epochs: 25
#   batch_size: 128
#   augmentation: flip+rotate
#   notes: grid search
epoch,train_acc,val_acc,avg_loss,lr
1,0.8406,0.9038,0.6451,0.005000
2,0.9684,0.9501,0.1530,0.005000
3,0.9813,0.8959,0.1099,0.005000
4,0.9785,0.8191,0.1272,0.005000
5,0.9673,0.6941,0.1731,0.005000
6,0.9540,0.5212,0.2342,0.005000
7,0.9404,0.6701,0.2850,0.005000
8,0.9363,0.7135,0.3102,0.005000
9,0.9387,0.7157,0.3079,0.005000
10,0.9367,0.6124,0.3175,0.005000
11,0.9341,0.7436,0.3252,0.005000
12,0.9386,0.6193,0.3108,0.005000
13,0.9377,0.7537,0.3142,0.005000
14,0.9456,0.6099,0.2853,0.005000
15,0.9397,0.6361,0.3036,0.005000
16,0.9444,0.7535,0.2876,0.005000
17,0.9471,0.7034,0.2802,0.005000
18,0.9475,0.5615,0.2728,0.005000
19,0.9495,0.5838,0.2678,0.005000
20,0.9486,0.6687,0.2701,0.005000
21,0.9490,0.6658,0.2647,0.005000
22,0.9508,0.5313,0.2631,0.005000
23,0.9525,0.7275,0.2566,0.005000
24,0.9523,0.7505,0.2580,0.005000
25,0.9516,0.5833,0.2588,0.005000
[TEST] Final Test Accuracy: 0.5900
