# Training Log for model: ResNet18-NAGAdamW_lr0.0001_bs128
# Time: 2025-05-29 03:58:50.330526
# Device: cuda
# Optimizer: NAGAdamW
# Initial LR: 0.0001
# Batch size: 128
# Extra Info:
#   epochs: 25
#   batch_size: 128
#   augmentation: flip+rotate
#   notes: grid search
epoch,train_acc,val_acc,avg_loss,lr
1,0.8786,0.9584,0.5218,0.000100
2,0.9862,0.9725,0.0658,0.000100
3,0.9958,0.9767,0.0228,0.000100
4,0.9958,0.9701,0.0194,0.000100
5,0.9949,0.9749,0.0204,0.000100
6,0.9959,0.9793,0.0163,0.000100
7,0.9956,0.9768,0.0165,0.000100
8,0.9956,0.9787,0.0159,0.000100
9,0.9971,0.9699,0.0108,0.000100
10,0.9962,0.9710,0.0138,0.000100
11,0.9956,0.9420,0.0149,0.000100
12,0.9968,0.9770,0.0119,0.000100
13,0.9984,0.9797,0.0061,0.000100
14,0.9984,0.9618,0.0064,0.000100
15,0.9948,0.9673,0.0178,0.000100
16,0.9964,0.9768,0.0132,0.000100
17,0.9978,0.9820,0.0078,0.000100
18,0.9979,0.9716,0.0081,0.000100
19,0.9987,0.9788,0.0051,0.000100
20,0.9964,0.9717,0.0125,0.000100
21,0.9983,0.9810,0.0066,0.000100
22,0.9961,0.9723,0.0127,0.000100
23,0.9986,0.9811,0.0057,0.000100
24,0.9985,0.9669,0.0048,0.000100
25,0.9962,0.9576,0.0135,0.000100
[TEST] Final Test Accuracy: 0.9531
